;x.0;x.1;x.2;x.3;x.4;x.5;x.6;x.7;x.8;x.9;x.10;x.11;x.12;x.13;x.14;x.20;x.17;x.18;x.19;x.16;y
278;b;24,58;13.5;y;p;ff;ff;f;c;f;f;f;g;?;f;f;95,56229808332176;76,59677146635023;?;f;bad
279;b;16,25;0.835;u;g;m;v;0.085;t;f;f;f;s;200.0;f;t;61,97257314925364;6,002332897219404;200000.0;f;bad
280;b;21,17;0.875;y;p;c;h;0.25;a;f;f;f;g;280.0;204;f;80,98253645709002;5,48237356649174;280000.0;t;bad
281;b;23,92;0.585;y;p;cc;h;0.125;c;f;f;f;g;240.0;t;f;88,98152000642202;2,514870651161931;240000.0;t;bad
282;b;17,67;4.46;u;g;c;v;0.25;b;f;f;f;s;80.0;f;f;67,15788314821746;26,984309154724322;80000.0;t;bad
283;a;16,5;1.25;u;g;q;v;0.25;c;t;t;f;g;108.0;98;f;64,90832407934455;7,651740760183541;108000.0;f;bad
284;b;23,25;12.625;u;g;c;v;0.125;b;t;2;f;g;f;5552;f;90,1042357515988;70,19329886684099;f;t;bad
285;b;17,58;10.0;u;g;w;h;0.165;c;t;t;f;g;120.0;t;f;67,388557939076;55,90987880942136;120000.0;f;bad
286;a;?;1.5;u;g;ff;ff;f;c;t;2;t;g;200.0;105;f;?;8,166155549183237;200000.0;f;bad
287;b;29,5;0.58;u;g;w;v;0.29;c;t;t;f;g;340.0;2803;f;113,67030099560841;2,5811851144260194;340000.0;t;bad
288;b;18,83;0.415;y;p;c;v;0.165;b;t;t;f;g;200.0;t;f;69,03490642656067;1,6767514476596028;200000.0;t;bad
289;a;21,75;1.75;y;p;j;j;f;b;f;f;f;g;160.0;f;f;82,47045991252921;10,287535328448412;160000.0;t;bad
290;b;23,0;0.75;u;g;m;v;0.5;a;f;f;t;s;320.0;f;f;84,8644731198791;3,4284926984634776;320000.0;f;bad
291;a;18,25;10.0;u;g;w;v;t;b;t;t;f;g;120.0;t;f;69,76444838816133;56,10922441065991;120000.0;t;bad
292;b;25,42;0.54;u;g;w;v;0.165;a;t;t;f;g;272.0;444;f;93,59894968592491;1,8808209887912852;272000.0;t;bad
293;b;35,75;2.415;u;g;w;v;0.125;b;t;2;f;g;220.0;t;f;133,55642713591402;13,78437877376023;220000.0;t;bad
294;a;16,08;0.335;u;g;ff;ff;f;c;t;t;f;g;160.0;126;f;61,845331527079686;0,516949993428798;160000.0;t;bad
295;a;31,92;3.125;u;g;ff;ff;3.04;c;t;2;t;g;200.0;4;f;122,04852259884828;17,738295290803478;200000.0;t;bad
296;b;69,17;9.0;u;g;ff;ff;4.0;b;t;t;f;g;70.0;6;f;259,42410100425406;51,49677861177303;70000.0;t;bad
297;b;32,92;2.5;u;g;aa;v;1.75;c;t;2;t;g;720.0;f;f;120,96530765053143;14,707526191630459;720000.0;f;bad
298;b;16,33;2.75;u;g;aa;v;0.665;b;t;t;f;g;80.0;21;f;59,84970910481563;16,891040810823572;80000.0;t;bad
299;b;22,17;12.125;u;g;c;v;3.335;c;t;2;t;g;180.0;173;f;84,30136171833978;68,31773083303587;180000.0;t;bad
300;a;57,58;2.0;u;g;ff;ff;6.5;b;t;t;f;g;f;10;f;218,76830229777735;11,784274334973304;f;f;bad
301;b;18,25;0.165;u;g;d;v;0.25;c;f;f;t;s;280.0;f;f;69,58567256215957;0,7119259092588744;280000.0;f;bad
302;b;23,42;t;u;g;c;v;0.5;b;f;f;t;s;280.0;f;f;88,43859122464676;4,880149653648575;280000.0;f;bad
303;a;15,92;2.875;u;g;q;v;0.085;b;f;f;f;g;120.0;f;f;60,46695904991388;15,862432092316238;120000.0;t;bad
304;a;24,75;13.665;u;g;q;h;1.5;c;f;f;f;g;280.0;t;f;96,1764687354868;78,17074555267233;280000.0;t;bad
305;b;48,75;26.335;y;p;ff;ff;f;t;f;f;t;g;f;f;t;186,94737156818127;148,26574100172314;f;t;bad
306;b;23,5;2.75;u;g;ff;ff;4.5;a;f;f;f;g;160.0;25;f;87,10068689468244;15,187121319428293;160000.0;f;bad
307;b;18,58;10.29;u;g;ff;ff;0.415;b;f;f;f;g;80.0;f;f;68,35260777672369;57,643441470667916;80000.0;f;bad
308;b;27,75;1.29;u;g;k;h;0.25;b;f;f;t;s;140.0;f;f;108,0116885690345;6,434551942138158;140000.0;t;bad
309;a;31,75;3.0;y;p;j;j;f;a;f;f;f;g;160.0;20;f;119,84532988321317;18,047310926353784;160000.0;t;bad
310;a;24,83;4.5;u;g;w;v;t;b;f;f;t;g;360.0;6;f;92,86099148489758;24,57493403819445;360000.0;t;bad
311;b;19,0;1.75;y;p;c;v;2.335;b;f;f;t;g;112.0;6;f;70,96483190536976;10,496040365229087;112000.0;f;bad
312;a;16,33;0.21;u;g;aa;v;0.125;a;f;f;f;g;200.0;t;f;60,09384926739983;1,8448527570012359;200000.0;f;bad
313;a;18,58;10.0;u;g;d;v;0.415;c;f;f;f;g;80.0;42;f;68,17893323218998;56,708607656414756;80000.0;f;bad
314;b;16,25;f;y;p;aa;v;0.25;c;f;f;f;g;60.0;f;f;59,95960714394095;1,4981403496795005;60000.0;t;bad
315;b;23,0;0.75;u;g;m;v;0.5;t;f;f;t;s;320.0;f;t;84,99695270843061;3,287138620870463;320000.0;f;bad
316;b;21,17;0.25;y;p;c;h;0.25;a;f;f;f;g;280.0;204;f;82,18017389525309;2,3304530774639693;280000.0;f;bad
317;b;17,5;22.0;l;gg;ff;o;f;b;f;f;t;p;450.0;100000;f;65,91824806404536;123,44982498739293;450000.0;t;good
318;b;19,17;f;y;p;m;bb;f;c;f;f;t;s;500.0;t;f;71,0128454749627;0,2975556363051042;500000.0;t;good
319;b;36,75;0.125;y;p;c;v;1.5;c;f;f;t;g;232.0;113;f;137,13275871966076;1,6057722131336811;232000.0;t;good
320;b;21,25;1.5;u;g;w;v;1.5;b;f;f;f;g;150.0;8;f;77,79184881430604;8,615701696161766;150000.0;t;good
321;a;18,08;0.375;l;gg;cc;ff;10.0;a;f;f;t;s;300.0;f;f;70,38501832331119;2,7966645202880906;300000.0;t;good
322;a;33,67;0.375;u;g;cc;v;0.375;c;f;f;f;g;300.0;44;f;128,20309224156142;2,970301096184344;300000.0;t;good
323;b;48,58;0.205;y;p;k;v;0.25;t;t;11;f;g;380.0;2732;t;183,24006371368893;1,6311080076269127;380000.0;t;good
324;b;33,67;1.25;u;g;w;v;1.165;c;f;f;f;g;120.0;f;f;126,42052229531491;7,527580462728412;120000.0;t;bad
325;a;29,5;1.085;y;p;x;v;t;b;f;f;f;g;280.0;13;f;110,23785101375897;6,837659134775209;280000.0;t;bad
326;b;30,17;1.085;y;p;c;v;0.04;b;f;f;f;g;170.0;179;f;115,83597880944541;6,156563106573607;170000.0;f;bad
327;?;40,83;3.5;u;g;i;bb;0.5;b;f;f;f;s;1160.0;f;f;152,41431531327896;20,385250444784248;1160000.0;t;bad
328;b;34,83;2.5;y;p;w;v;3.0;b;f;f;f;s;200.0;f;f;129,56894547027971;14,583292351898715;200000.0;t;bad
329;b;?;4.0;y;p;i;v;0.085;c;f;f;t;g;411.0;f;f;?;24,785679720501985;411000.0;f;bad
330;b;20,42;f;?;?;?;?;f;a;f;f;f;p;?;f;f;75,66161863901051;-1,3156877013520254;?;f;bad
331;a;33,25;2.5;y;p;c;v;2.5;a;f;f;t;g;f;2;f;122,58749908120714;14,609052868397116;f;f;bad
332;b;34,08;2.5;u;g;c;v;t;c;f;f;f;g;460.0;16;f;126,63474991421467;14,333555640672746;460000.0;t;bad
333;a;25,25;12.5;u;g;d;v;t;c;f;f;t;g;180.0;1062;f;95,1966880237224;70,41469459959663;180000.0;f;bad
334;b;34,75;2.5;u;g;cc;bb;0.5;c;f;f;f;g;348.0;f;f;129,07250040004845;15,566038930677545;348000.0;f;bad
335;b;27,67;0.75;u;g;q;h;0.165;a;f;f;t;g;220.0;251;f;103,24531051847757;1,4725811055223699;220000.0;f;bad
336;b;47,33;6.5;u;g;c;v;t;a;f;f;t;g;f;228;f;179,25293626467345;37,400479912755245;f;t;bad
337;a;34,83;1.25;y;p;i;h;0.5;c;f;f;t;g;160.0;f;f;133,98382394564416;8,377190505828894;160000.0;t;bad
338;a;33,25;3.0;y;p;aa;v;2.0;a;f;f;f;g;180.0;f;f;126,53359249408103;16,68296963164269;180000.0;t;bad
339;b;28,0;3.0;u;g;w;v;0.75;c;f;f;t;g;300.0;67;f;107,94392232014717;15,95115237655867;300000.0;f;bad
340;a;39,08;4.0;u;g;c;v;3.0;b;f;f;f;g;480.0;f;f;147,92222240577183;22,761804381664206;480000.0;t;bad
341;b;42,75;4.085;u;g;aa;v;0.04;c;f;f;f;g;108.0;100;f;163,0210165459067;22,603953303816862;108000.0;f;bad
342;b;26,92;2.25;u;g;i;bb;0.5;c;f;f;t;g;640.0;4000;f;100,85935579341418;13,234470227228742;640000.0;f;bad
343;b;33,75;2.75;u;g;i;bb;f;c;f;f;f;g;180.0;f;f;127,45439042224505;16,512707213277803;180000.0;f;bad
344;b;38,92;1.75;u;g;k;v;0.5;a;f;f;t;g;300.0;2;f;148,63796206578257;8,828013593852832;300000.0;t;bad
345;b;62,75;7.0;u;g;e;z;f;b;f;f;f;g;f;12;f;238,44956089928357;38,94829760388899;f;f;bad
346;?;32,25;1.5;u;g;c;v;0.25;c;f;f;t;g;372.0;122;f;123,2483624607048;7,8700028171942025;372000.0;t;bad
347;b;26,75;4.5;y;p;c;bb;2.5;b;f;f;f;g;200.0;1210;f;103,07889459100991;25,179497251425673;200000.0;t;bad
348;b;63,33;0.54;u;g;c;v;0.585;t;t;3;t;g;180.0;f;t;240,09826069836663;2,4867679496111075;180000.0;t;bad
349;b;27,83;1.5;u;g;w;v;2.25;c;t;t;t;g;100.0;3;f;104,11845304106878;9,479085736671;100000.0;f;bad
350;a;26,17;2.0;u;g;j;j;f;a;f;f;t;g;276.0;t;f;97,72057034546808;13,551791420141866;276000.0;t;bad
351;b;22,17;0.585;y;p;ff;ff;f;b;f;f;f;g;100.0;f;f;85,88541713072632;3,293311584851605;100000.0;t;bad
352;b;22,5;11.5;y;p;m;v;1.5;c;f;f;t;g;f;4000;f;82,9891488029543;65,56286055170139;f;t;bad
353;b;30,75;1.585;u;g;d;v;0.585;c;f;f;t;s;f;f;f;113,39272676203558;10,064563230860976;f;t;bad
354;b;36,67;2.0;u;g;i;v;0.25;a;f;f;t;g;221.0;f;f;138,8958634570662;9,905779463525773;221000.0;f;bad
355;a;16,0;0.165;u;g;aa;v;t;b;t;2;t;g;320.0;t;f;60,25052399357323;0,390210994811796;320000.0;f;bad
356;b;41,17;1.335;u;g;d;v;0.165;c;f;f;f;g;168.0;f;f;154,51905072359827;6,214710735400767;168000.0;t;bad
357;a;19,5;0.165;u;g;q;v;0.04;b;f;f;t;g;380.0;f;f;75,80023427154896;1,8409906557078064;380000.0;t;bad
358;b;32,42;3.0;u;g;d;v;0.165;c;f;f;t;g;120.0;f;f;125,81299822663061;17,506392445877452;120000.0;f;bad
359;a;36,75;4.71;u;g;ff;ff;f;b;f;f;f;g;160.0;f;f;140,36852229949636;28,085846675750787;160000.0;t;bad
360;a;30,25;5.5;u;g;k;v;5.5;c;f;f;t;s;100.0;f;f;115,37015677898036;30,491550830416376;100000.0;t;bad
361;b;23,08;2.5;u;g;ff;ff;0.085;a;f;f;t;g;100.0;4208;f;87,89119376134515;13,117042039227995;100000.0;t;bad
362;b;26,83;0.54;u;g;k;ff;f;b;f;f;f;g;100.0;f;f;102,47230158529192;1,1237366397240933;100000.0;t;bad
363;b;16,92;0.335;y;p;k;v;0.29;c;f;f;f;s;200.0;f;f;66,8872308529483;2,9920745278107157;200000.0;t;bad
364;b;24,42;2.0;u;g;e;dd;0.165;b;t;2;f;g;320.0;1300;f;92,96599025531378;10,83673880429787;320000.0;t;bad
365;b;42,83;1.25;u;g;m;v;13.875;a;t;t;t;g;352.0;112;f;161,73844853874974;4,561643101364222;352000.0;f;bad
366;a;22,75;6.165;u;g;aa;v;0.165;c;f;f;f;g;220.0;1000;f;83,83748088759869;34,42633856674666;220000.0;f;bad
367;b;39,42;1.71;y;p;m;v;0.165;c;f;f;f;s;400.0;f;f;144,73838027054188;9,705187773289298;400000.0;t;bad
368;a;23,58;11.5;y;p;k;h;3.0;a;f;f;t;g;20.0;16;f;89,44841557429886;62,82928055649197;20000.0;t;bad
369;b;21,42;0.75;y;p;r;n;0.75;c;f;f;t;g;132.0;2;f;79,88424168069339;6,692874927984318;132000.0;t;bad
370;b;33,0;2.5;y;p;w;v;7.0;c;f;f;t;g;280.0;f;f;124,44209720495607;14,718366175345812;280000.0;t;bad
371;b;26,33;13.0;u;g;e;dd;f;c;f;f;t;g;140.0;1110;f;98,83228818556954;73,27597998863978;140000.0;f;bad
372;a;45,0;4.585;u;g;k;h;t;a;f;f;t;s;240.0;f;f;168,90117420322628;25,191376644431227;240000.0;t;bad
373;b;26,25;1.54;u;g;w;v;0.125;b;f;f;f;g;100.0;f;f;100,77299879868163;8,191523462046284;100000.0;t;bad
374;?;28,17;0.585;u;g;aa;v;0.04;c;f;f;f;g;260.0;1004;f;103,47002685136479;4,63613978922775;260000.0;t;bad
375;a;20,83;0.5;y;p;e;dd;t;b;f;f;f;g;260.0;f;f;79,328921190416;1,052785363617932;260000.0;t;bad
376;b;28,67;14.5;u;g;d;v;0.125;c;f;f;f;g;f;286;f;108,59679069542659;81,78091401013296;f;f;bad
377;b;20,67;0.835;y;p;c;v;2.0;c;f;f;t;s;240.0;f;f;78,45461522319373;3,577765608541161;240000.0;t;bad
378;b;34,42;1.335;u;g;i;bb;0.125;b;f;f;t;g;440.0;4500;f;130,67612248377367;5,852069546290547;440000.0;t;bad
379;b;33,58;0.25;u;g;i;bb;4.0;b;f;f;t;s;420.0;f;f;127,33673822250736;0,45930596805506907;420000.0;t;bad
380;b;43,17;5.0;u;g;i;bb;2.25;a;f;f;t;g;141.0;f;f;163,9462849532666;28,31272430037424;141000.0;t;bad
381;a;22,67;7.0;u;g;c;v;0.165;a;f;f;f;g;160.0;f;f;85,66581884863625;39,51703556732369;160000.0;f;bad
382;a;24,33;2.5;y;p;i;bb;4.5;c;f;f;f;g;200.0;456;f;90,51533219310284;13,805481935979811;200000.0;t;bad
383;a;56,83;4.25;y;p;ff;ff;5.0;c;f;f;t;g;f;4;f;214,0910514320396;24,1816780397784;f;t;bad
384;b;22,08;11.46;u;g;k;v;1.585;a;f;f;t;g;100.0;1212;f;83,64897714318529;63,650199191668776;100000.0;f;bad
385;b;34,0;5.5;y;p;c;v;1.5;b;f;f;t;g;60.0;f;f;134,22441081042032;31,932171854942837;60000.0;t;bad
386;b;22,58;1.5;y;p;aa;v;0.54;b;f;f;t;g;120.0;67;f;84,59192609994788;8,401768367306866;120000.0;t;bad
387;b;21,17;f;u;g;c;v;0.5;a;f;f;t;s;f;f;f;77,2107223871307;1,5386049031467834;f;t;bad
388;b;26,67;14.585;u;g;i;bb;f;a;f;f;t;g;178.0;f;f;102,20046680584775;81,65160327327393;178000.0;f;bad
389;b;22,92;0.17;u;g;m;v;0.085;b;f;f;f;s;f;f;f;84,40641145494978;1,5980132602089228;f;t;bad
390;b;15,17;7.0;u;g;e;v;t;c;f;f;f;g;600.0;f;f;58,26533637973292;38,26683798454085;600000.0;t;bad
391;b;39,92;5.0;u;g;i;bb;0.21;b;f;f;f;g;550.0;f;f;148,6786410401259;28,70995655236003;550000.0;f;bad
392;b;27,42;12.5;u;g;aa;bb;0.25;a;f;f;t;g;720.0;f;f;102,19569776748419;72,12165582856218;720000.0;t;bad
393;b;24,75;0.54;u;g;m;v;t;a;f;f;t;g;120.0;t;f;94,41843214390948;2,2633422783324972;120000.0;t;bad
394;b;41,17;1.25;y;p;w;v;0.25;c;f;f;f;g;f;195;f;157,71789582658647;5,7592830994275666;f;t;bad
395;a;33,08;1.625;u;g;d;v;0.54;a;f;f;t;g;f;f;f;123,73112551488623;7,685372882271386;f;t;bad
396;b;29,83;2.04;y;p;x;h;0.04;c;f;f;f;g;128.0;t;f;112,2167708761913;12,811609127037705;128000.0;t;bad
397;a;23,58;0.585;y;p;ff;ff;0.125;c;f;f;f;g;120.0;87;f;86,79421165092747;5,326011550479537;120000.0;t;bad
398;b;26,17;12.5;y;p;k;h;1.25;c;f;f;t;g;f;17;f;96,47990371310125;70,9741065953127;f;t;bad
399;b;31,0;2.085;u;g;c;v;0.085;c;f;f;f;g;300.0;f;f;115,05027164840753;13,712688913305318;300000.0;t;bad
400;b;20,75;5.085;y;p;j;v;0.29;b;f;f;f;g;140.0;184;f;70,65105034642042;29,181620659049358;140000.0;f;bad
401;b;28,92;0.375;u;g;c;v;0.29;a;f;f;f;g;220.0;140;f;111,13416281788756;2,9782586712729375;220000.0;f;bad
402;a;51,92;6.5;u;g;i;bb;3.085;c;f;f;t;g;73.0;f;f;194,89816239090544;35,7110101777592;73000.0;t;bad
403;a;22,67;0.335;u;g;q;v;0.75;b;f;f;f;s;160.0;f;f;83,0888991986275;1,0712440469924434;160000.0;f;bad
404;b;34,0;5.085;y;p;i;bb;1.085;c;f;f;t;g;480.0;f;f;129,64668772232363;27,686223062198334;480000.0;f;bad
405;a;69,5;6.0;u;g;ff;ff;f;a;f;f;f;s;f;f;f;263,1214370014771;33,79632124793276;f;f;bad
